,City,Financial Year,Quarter Ending,Quarter,key
2599,548,2024,09/30/2023,1,9302023548
2600,548,2023,06/30/2023,4,6302023548
2601,548,2023,03/31/2023,3,3312023548
2602,548,2023,12/31/2022,2,12312022548
2603,548,2023,09/30/2022,1,9302022548
2604,551,2024,12/31/2023,2,12312023551
2605,551,2024,09/30/2023,1,9302023551
2606,551,2023,06/30/2023,4,6302023551
2607,551,2023,03/31/2023,3,3312023551
2608,551,2023,12/31/2022,2,12312022551
2609,551,2023,09/30/2022,1,9302022551
2610,552,2024,12/31/2023,2,12312023552
2611,552,2024,09/30/2023,1,9302023552
2612,552,2023,06/30/2023,4,6302023552
2613,552,2023,03/31/2023,3,3312023552
2614,552,2023,12/31/2022,2,12312022552
2615,552,2023,09/30/2022,1,9302022552
2616,553,2024,12/31/2023,2,12312023553
2617,553,2024,09/30/2023,1,9302023553
2618,553,2023,06/30/2023,4,6302023553
2619,553,2023,03/31/2023,3,3312023553
2620,553,2023,12/31/2022,2,12312022553
2621,553,2023,09/30/2022,1,9302022553
2622,555,2024,12/31/2023,2,12312023555
2623,555,2024,09/30/2023,1,9302023555
2624,555,2023,06/30/2023,4,6302023555
2625,555,2023,03/31/2023,3,3312023555
2626,555,2023,12/31/2022,2,12312022555
2627,555,2023,09/30/2022,1,9302022555
2628,556,2024,12/31/2023,2,12312023556
2629,556,2024,09/30/2023,1,9302023556
2630,556,2023,06/30/2023,4,6302023556
2631,556,2023,03/31/2023,3,3312023556
2632,556,2023,12/31/2022,2,12312022556
2633,556,2023,09/30/2022,1,9302022556
2634,557,2024,12/31/2023,2,12312023557
2635,557,2024,09/30/2023,1,9302023557
2636,557,2023,06/30/2023,4,6302023557
2637,557,2023,03/31/2023,3,3312023557
2638,557,2023,12/31/2022,2,12312022557
2639,557,2023,09/30/2022,1,9302022557
2640,560,2024,12/31/2023,2,12312023560
2641,560,2024,09/30/2023,1,9302023560
2642,560,2023,06/30/2023,4,6302023560
2643,560,2023,03/31/2023,3,3312023560
2644,560,2023,12/31/2022,2,12312022560
2645,560,2023,09/30/2022,1,9302022560
2646,561,2024,12/31/2023,2,12312023561
2647,561,2024,09/30/2023,1,9302023561
2648,561,2023,06/30/2023,4,6302023561
2649,561,2023,03/31/2023,3,3312023561
2650,561,2023,12/31/2022,2,12312022561
2651,561,2023,09/30/2022,1,9302022561
2652,562,2024,12/31/2023,2,12312023562
2653,562,2024,09/30/2023,1,9302023562
2654,562,2023,06/30/2023,4,6302023562
2655,562,2023,03/31/2023,3,3312023562
2656,562,2023,12/31/2022,2,12312022562
2657,562,2023,09/30/2022,1,9302022562
2658,565,2024,12/31/2023,2,12312023565
2659,565,2024,09/30/2023,1,9302023565
2660,565,2023,06/30/2023,4,6302023565
2661,565,2023,03/31/2023,3,3312023565
2662,565,2023,12/31/2022,2,12312022565
2663,565,2023,09/30/2022,1,9302022565
2664,566,2024,12/31/2023,2,12312023566
2665,566,2024,09/30/2023,1,9302023566
2666,566,2023,06/30/2023,4,6302023566
2667,566,2023,03/31/2023,3,3312023566
2668,566,2023,12/31/2022,2,12312022566
2669,566,2023,09/30/2022,1,9302022566
2670,567,2024,12/31/2023,2,12312023567
2671,567,2024,09/30/2023,1,9302023567
2672,567,2023,06/30/2023,4,6302023567
2673,567,2023,03/31/2023,3,3312023567
2674,567,2023,12/31/2022,2,12312022567
2675,567,2023,09/30/2022,1,9302022567
2676,568,2024,12/31/2023,2,12312023568
2677,568,2024,09/30/2023,1,9302023568
2678,568,2023,06/30/2023,4,6302023568
2679,568,2023,03/31/2023,3,3312023568
2680,568,2023,12/31/2022,2,12312022568
2681,568,2023,09/30/2022,1,9302022568
2682,571,2024,12/31/2023,2,12312023571
2683,571,2024,09/30/2023,1,9302023571
2684,571,2023,06/30/2023,4,6302023571
2685,571,2023,03/31/2023,3,3312023571
2686,571,2023,12/31/2022,2,12312022571
2687,571,2023,09/30/2022,1,9302022571
2688,572,2024,12/31/2023,2,12312023572
2689,572,2024,09/30/2023,1,9302023572
2690,572,2023,06/30/2023,4,6302023572
2691,572,2023,03/31/2023,3,3312023572
2692,572,2023,12/31/2022,2,12312022572
2693,572,2023,09/30/2022,1,9302022572
2694,573,2024,12/31/2023,2,12312023573
2695,573,2024,09/30/2023,1,9302023573
2696,573,2023,06/30/2023,4,6302023573
2697,573,2023,03/31/2023,3,3312023573
2698,573,2023,12/31/2022,2,12312022573
2699,573,2023,09/30/2022,1,9302022573
2700,574,2024,12/31/2023,2,12312023574
2701,574,2024,09/30/2023,1,9302023574
2702,574,2023,06/30/2023,4,6302023574
2703,574,2023,03/31/2023,3,3312023574
2704,574,2023,12/31/2022,2,12312022574
2705,574,2023,09/30/2022,1,9302022574
2706,575,2024,12/31/2023,2,12312023575
2707,575,2024,09/30/2023,1,9302023575
2708,575,2023,06/30/2023,4,6302023575
2709,575,2023,03/31/2023,3,3312023575
2710,575,2023,12/31/2022,2,12312022575
2711,575,2023,09/30/2022,1,9302022575
2712,576,2024,12/31/2023,2,12312023576
2713,576,2024,09/30/2023,1,9302023576
2714,576,2023,06/30/2023,4,6302023576
2715,576,2023,03/31/2023,3,3312023576
2716,576,2023,12/31/2022,2,12312022576
2717,576,2023,09/30/2022,1,9302022576
2718,577,2024,12/31/2023,2,12312023577
2719,577,2024,09/30/2023,1,9302023577
2720,577,2023,06/30/2023,4,6302023577
2721,577,2023,03/31/2023,3,3312023577
2722,577,2023,12/31/2022,2,12312022577
2723,577,2023,09/30/2022,1,9302022577
2724,578,2024,12/31/2023,2,12312023578
2725,578,2024,09/30/2023,1,9302023578
2726,578,2023,06/30/2023,4,6302023578
2727,578,2023,03/31/2023,3,3312023578
2728,578,2023,12/31/2022,2,12312022578
2729,578,2023,09/30/2022,1,9302022578
2730,581,2024,12/31/2023,2,12312023581
2731,581,2024,09/30/2023,1,9302023581
2732,581,2023,06/30/2023,4,6302023581
2733,581,2023,03/31/2023,3,3312023581
2734,581,2023,12/31/2022,2,12312022581
2735,581,2023,09/30/2022,1,9302022581
2736,582,2024,12/31/2023,2,12312023582
2737,582,2024,09/30/2023,1,9302023582
2738,582,2023,06/30/2023,4,6302023582
2739,582,2023,03/31/2023,3,3312023582
2740,582,2023,12/31/2022,2,12312022582
2741,582,2023,09/30/2022,1,9302022582
2742,583,2024,12/31/2023,2,12312023583
2743,583,2024,09/30/2023,1,9302023583
2744,583,2023,06/30/2023,4,6302023583
2745,583,2023,03/31/2023,3,3312023583
2746,583,2023,12/31/2022,2,12312022583
2747,583,2023,09/30/2022,1,9302022583
2748,585,2024,12/31/2023,2,12312023585
2749,585,2024,09/30/2023,1,9302023585
2750,585,2023,06/30/2023,4,6302023585
2751,585,2023,03/31/2023,3,3312023585
2752,585,2023,12/31/2022,2,12312022585
2753,585,2023,09/30/2022,1,9302022585
2754,588,2024,12/31/2023,2,12312023588
2755,588,2024,09/30/2023,1,9302023588
2756,588,2023,06/30/2023,4,6302023588
2757,588,2023,03/31/2023,3,3312023588
2758,588,2023,12/31/2022,2,12312022588
2759,588,2023,09/30/2022,1,9302022588
2760,589,2024,12/31/2023,2,12312023589
2761,589,2024,09/30/2023,1,9302023589
2762,589,2023,06/30/2023,4,6302023589
2763,589,2023,03/31/2023,3,3312023589
2764,589,2023,12/31/2022,2,12312022589
2765,589,2023,09/30/2022,1,9302022589
2766,591,2024,12/31/2023,2,12312023591
2767,591,2024,09/30/2023,1,9302023591
2768,591,2023,06/30/2023,4,6302023591
2769,591,2023,03/31/2023,3,3312023591
2770,591,2023,12/31/2022,2,12312022591
2771,591,2023,09/30/2022,1,9302022591
2772,593,2024,12/31/2023,2,12312023593
2773,593,2024,09/30/2023,1,9302023593
2774,593,2023,06/30/2023,4,6302023593
2775,593,2023,03/31/2023,3,3312023593
2776,593,2023,12/31/2022,2,12312022593
2777,593,2023,09/30/2022,1,9302022593
2778,594,2024,12/31/2023,2,12312023594
2779,594,2024,09/30/2023,1,9302023594
2780,594,2023,06/30/2023,4,6302023594
2781,594,2023,03/31/2023,3,3312023594
2782,594,2023,12/31/2022,2,12312022594
2783,594,2023,09/30/2022,1,9302022594
2784,595,2024,12/31/2023,2,12312023595
2785,595,2024,09/30/2023,1,9302023595
2786,595,2023,06/30/2023,4,6302023595
2787,595,2023,03/31/2023,3,3312023595
2788,595,2023,12/31/2022,2,12312022595
2789,595,2023,09/30/2022,1,9302022595
2790,596,2024,12/31/2023,2,12312023596
2791,596,2024,09/30/2023,1,9302023596
2792,596,2023,06/30/2023,4,6302023596
2793,596,2023,03/31/2023,3,3312023596
2794,596,2023,12/31/2022,2,12312022596
2795,596,2023,09/30/2022,1,9302022596
2796,597,2024,12/31/2023,2,12312023597
2797,597,2024,09/30/2023,1,9302023597
2798,597,2023,06/30/2023,4,6302023597
2799,597,2023,03/31/2023,3,3312023597
2800,597,2023,12/31/2022,2,12312022597
2801,597,2023,09/30/2022,1,9302022597
2802,598,2024,12/31/2023,2,12312023598
2803,598,2024,09/30/2023,1,9302023598
2804,598,2023,06/30/2023,4,6302023598
2805,598,2023,03/31/2023,3,3312023598
2806,598,2023,12/31/2022,2,12312022598
2807,598,2023,09/30/2022,1,9302022598
2808,599,2024,12/31/2023,2,12312023599
2809,599,2024,09/30/2023,1,9302023599
2810,599,2023,06/30/2023,4,6302023599
2811,599,2023,03/31/2023,3,3312023599
2812,599,2023,12/31/2022,2,12312022599
2813,599,2023,09/30/2022,1,9302022599
2814,600,2024,12/31/2023,2,12312023600
2815,600,2024,09/30/2023,1,9302023600
2816,600,2023,06/30/2023,4,6302023600
2817,600,2023,03/31/2023,3,3312023600
2818,600,2023,12/31/2022,2,12312022600
2819,600,2023,09/30/2022,1,9302022600
2820,602,2024,12/31/2023,2,12312023602
2821,602,2024,09/30/2023,1,9302023602
2822,602,2023,06/30/2023,4,6302023602
2823,602,2023,03/31/2023,3,3312023602
2824,602,2023,12/31/2022,2,12312022602
2825,602,2023,09/30/2022,1,9302022602
2826,603,2024,12/31/2023,2,12312023603
2827,603,2024,09/30/2023,1,9302023603
2828,603,2023,06/30/2023,4,6302023603
2829,603,2023,03/31/2023,3,3312023603
2830,603,2023,12/31/2022,2,12312022603
2831,603,2023,09/30/2022,1,9302022603
2832,604,2024,12/31/2023,2,12312023604
2833,604,2024,09/30/2023,1,9302023604
2834,604,2023,06/30/2023,4,6302023604
2835,604,2023,03/31/2023,3,3312023604
2836,604,2023,12/31/2022,2,12312022604
2837,604,2023,09/30/2022,1,9302022604
2838,605,2024,12/31/2023,2,12312023605
2839,605,2024,09/30/2023,1,9302023605
2840,605,2023,06/30/2023,4,6302023605
2841,605,2023,03/31/2023,3,3312023605
2842,605,2023,12/31/2022,2,12312022605
2843,605,2023,09/30/2022,1,9302022605
2844,606,2024,12/31/2023,2,12312023606
2845,606,2024,09/30/2023,1,9302023606
2846,606,2023,06/30/2023,4,6302023606
2847,606,2023,03/31/2023,3,3312023606
2848,606,2023,12/31/2022,2,12312022606
2849,606,2023,09/30/2022,1,9302022606
2850,607,2024,12/31/2023,2,12312023607
2851,607,2024,09/30/2023,1,9302023607
2852,607,2023,06/30/2023,4,6302023607
2853,607,2023,03/31/2023,3,3312023607
2854,607,2023,12/31/2022,2,12312022607
2855,607,2023,09/30/2022,1,9302022607
2856,608,2024,12/31/2023,2,12312023608
2857,608,2024,09/30/2023,1,9302023608
2858,608,2023,06/30/2023,4,6302023608
2859,608,2023,03/31/2023,3,3312023608
2860,608,2023,12/31/2022,2,12312022608
2861,608,2023,09/30/2022,1,9302022608
2862,611,2024,12/31/2023,2,12312023611
2863,611,2024,09/30/2023,1,9302023611
2864,611,2023,06/30/2023,4,6302023611
2865,611,2023,03/31/2023,3,3312023611
2866,611,2023,12/31/2022,2,12312022611
2867,611,2023,09/30/2022,1,9302022611
2868,612,2024,12/31/2023,2,12312023612
2869,612,2024,09/30/2023,1,9302023612
2870,612,2023,06/30/2023,4,6302023612
2871,612,2023,03/31/2023,3,3312023612
2872,612,2023,12/31/2022,2,12312022612
2873,612,2023,09/30/2022,1,9302022612
2874,613,2024,12/31/2023,2,12312023613
2875,613,2024,09/30/2023,1,9302023613
2876,613,2023,06/30/2023,4,6302023613
2877,613,2023,03/31/2023,3,3312023613
2878,613,2023,12/31/2022,2,12312022613
2879,613,2023,09/30/2022,1,9302022613
2880,614,2024,12/31/2023,2,12312023614
2881,614,2024,09/30/2023,1,9302023614
2882,614,2023,06/30/2023,4,6302023614
2883,614,2023,03/31/2023,3,3312023614
2884,614,2023,12/31/2022,2,12312022614
2885,614,2023,09/30/2022,1,9302022614
2886,615,2024,12/31/2023,2,12312023615
2887,615,2024,09/30/2023,1,9302023615
2888,615,2023,06/30/2023,4,6302023615
2889,615,2023,03/31/2023,3,3312023615
2890,615,2023,12/31/2022,2,12312022615
2891,615,2023,09/30/2022,1,9302022615
2892,616,2024,12/31/2023,2,12312023616
2893,616,2024,09/30/2023,1,9302023616
2894,616,2023,06/30/2023,4,6302023616
2895,616,2023,03/31/2023,3,3312023616
2896,616,2023,12/31/2022,2,12312022616
2897,616,2023,09/30/2022,1,9302022616
2898,618,2024,12/31/2023,2,12312023618
2899,618,2024,09/30/2023,1,9302023618
2900,618,2023,06/30/2023,4,6302023618
2901,618,2023,03/31/2023,3,3312023618
2902,618,2023,12/31/2022,2,12312022618
2903,618,2023,09/30/2022,1,9302022618
2904,619,2024,12/31/2023,2,12312023619
2905,619,2024,09/30/2023,1,9302023619
2906,619,2023,06/30/2023,4,6302023619
2907,619,2023,03/31/2023,3,3312023619
2908,619,2023,12/31/2022,2,12312022619
2909,619,2023,09/30/2022,1,9302022619
2910,620,2024,12/31/2023,2,12312023620
2911,620,2024,09/30/2023,1,9302023620
2912,620,2023,06/30/2023,4,6302023620
2913,620,2023,03/31/2023,3,3312023620
2914,620,2023,12/31/2022,2,12312022620
2915,620,2023,09/30/2022,1,9302022620
2916,621,2024,12/31/2023,2,12312023621
2917,621,2024,09/30/2023,1,9302023621
2918,621,2023,06/30/2023,4,6302023621
2919,621,2023,03/31/2023,3,3312023621
2920,621,2023,12/31/2022,2,12312022621
2921,621,2023,09/30/2022,1,9302022621
2922,622,2024,12/31/2023,2,12312023622
2923,622,2024,09/30/2023,1,9302023622
2924,622,2023,06/30/2023,4,6302023622
2925,622,2023,03/31/2023,3,3312023622
2926,622,2023,12/31/2022,2,12312022622
2927,622,2023,09/30/2022,1,9302022622
2928,623,2024,12/31/2023,2,12312023623
2929,623,2024,09/30/2023,1,9302023623
2930,623,2023,06/30/2023,4,6302023623
2931,623,2023,03/31/2023,3,3312023623
2932,623,2023,12/31/2022,2,12312022623
2933,623,2023,09/30/2022,1,9302022623
2934,624,2024,12/31/2023,2,12312023624
2935,624,2024,09/30/2023,1,9302023624
2936,624,2023,06/30/2023,4,6302023624
2937,624,2023,03/31/2023,3,3312023624
2938,624,2023,12/31/2022,2,12312022624
2939,624,2023,09/30/2022,1,9302022624
2940,625,2024,12/31/2023,2,12312023625
2941,625,2024,09/30/2023,1,9302023625
2942,625,2023,06/30/2023,4,6302023625
2943,625,2023,03/31/2023,3,3312023625
2944,625,2023,12/31/2022,2,12312022625
2945,625,2023,09/30/2022,1,9302022625
2946,626,2024,12/31/2023,2,12312023626
2947,626,2024,09/30/2023,1,9302023626
2948,626,2023,06/30/2023,4,6302023626
2949,626,2023,03/31/2023,3,3312023626
2950,626,2023,12/31/2022,2,12312022626
2951,626,2023,09/30/2022,1,9302022626
2952,627,2024,12/31/2023,2,12312023627
2953,627,2024,09/30/2023,1,9302023627
2954,627,2023,06/30/2023,4,6302023627
2955,627,2023,03/31/2023,3,3312023627
2956,627,2023,12/31/2022,2,12312022627
2957,627,2023,09/30/2022,1,9302022627
2958,628,2024,12/31/2023,2,12312023628
2959,628,2024,09/30/2023,1,9302023628
2960,628,2023,06/30/2023,4,6302023628
2961,628,2023,03/31/2023,3,3312023628
2962,628,2023,12/31/2022,2,12312022628
2963,628,2023,09/30/2022,1,9302022628
2964,629,2024,12/31/2023,2,12312023629
2965,629,2024,09/30/2023,1,9302023629
2966,629,2023,06/30/2023,4,6302023629
2967,629,2023,03/31/2023,3,3312023629
2968,629,2023,12/31/2022,2,12312022629
2969,629,2023,09/30/2022,1,9302022629
2970,630,2024,12/31/2023,2,12312023630
2971,630,2024,09/30/2023,1,9302023630
2972,630,2023,06/30/2023,4,6302023630
2973,630,2023,03/31/2023,3,3312023630
2974,630,2023,12/31/2022,2,12312022630
2975,630,2023,09/30/2022,1,9302022630
2976,632,2024,12/31/2023,2,12312023632
2977,632,2024,09/30/2023,1,9302023632
2978,632,2023,06/30/2023,4,6302023632
2979,632,2023,03/31/2023,3,3312023632
2980,632,2023,12/31/2022,2,12312022632
2981,632,2023,09/30/2022,1,9302022632
2982,633,2024,12/31/2023,2,12312023633
2983,633,2024,09/30/2023,1,9302023633
2984,633,2023,06/30/2023,4,6302023633
2985,633,2023,03/31/2023,3,3312023633
2986,633,2023,12/31/2022,2,12312022633
2987,633,2023,09/30/2022,1,9302022633
2988,634,2024,12/31/2023,2,12312023634
2989,634,2024,09/30/2023,1,9302023634
2990,634,2023,06/30/2023,4,6302023634
2991,634,2023,03/31/2023,3,3312023634
2992,634,2023,12/31/2022,2,12312022634
2993,634,2023,09/30/2022,1,9302022634
2994,635,2024,12/31/2023,2,12312023635
2995,635,2024,09/30/2023,1,9302023635
2996,635,2023,06/30/2023,4,6302023635
2997,635,2023,03/31/2023,3,3312023635
2998,635,2023,12/31/2022,2,12312022635
2999,635,2023,09/30/2022,1,9302022635
3000,636,2024,12/31/2023,2,12312023636
3001,636,2024,09/30/2023,1,9302023636
3002,636,2023,06/30/2023,4,6302023636
3003,636,2023,03/31/2023,3,3312023636
3004,636,2023,12/31/2022,2,12312022636
3005,636,2023,09/30/2022,1,9302022636
3006,637,2024,12/31/2023,2,12312023637
3007,637,2024,09/30/2023,1,9302023637
3008,637,2023,06/30/2023,4,6302023637
3009,637,2023,03/31/2023,3,3312023637
3010,637,2023,12/31/2022,2,12312022637
3011,637,2023,09/30/2022,1,9302022637
3012,638,2024,12/31/2023,2,12312023638
3013,638,2024,09/30/2023,1,9302023638
3014,638,2023,06/30/2023,4,6302023638
3015,638,2023,03/31/2023,3,3312023638
3016,638,2023,12/31/2022,2,12312022638
3017,638,2023,09/30/2022,1,9302022638
3018,639,2024,12/31/2023,2,12312023639
3019,639,2024,09/30/2023,1,9302023639
3020,639,2023,06/30/2023,4,6302023639
3021,639,2023,03/31/2023,3,3312023639
3022,639,2023,12/31/2022,2,12312022639
3023,639,2023,09/30/2022,1,9302022639
3024,640,2024,12/31/2023,2,12312023640
3025,640,2024,09/30/2023,1,9302023640
3026,640,2023,06/30/2023,4,6302023640
3027,640,2023,03/31/2023,3,3312023640
3028,640,2023,12/31/2022,2,12312022640
3029,640,2023,09/30/2022,1,9302022640
3030,641,2024,12/31/2023,2,12312023641
3031,641,2024,09/30/2023,1,9302023641
3032,641,2023,06/30/2023,4,6302023641
3033,641,2023,03/31/2023,3,3312023641
3034,641,2023,12/31/2022,2,12312022641
3035,641,2023,09/30/2022,1,9302022641
3036,642,2024,12/31/2023,2,12312023642
3037,642,2024,09/30/2023,1,9302023642
3038,642,2023,06/30/2023,4,6302023642
3039,642,2023,03/31/2023,3,3312023642
3040,642,2023,12/31/2022,2,12312022642
3041,642,2023,09/30/2022,1,9302022642
3042,644,2024,12/31/2023,2,12312023644
3043,644,2024,09/30/2023,1,9302023644
3044,644,2023,06/30/2023,4,6302023644
3045,644,2023,03/31/2023,3,3312023644
3046,644,2023,12/31/2022,2,12312022644
3047,644,2023,09/30/2022,1,9302022644
3048,645,2024,12/31/2023,2,12312023645
3049,645,2024,09/30/2023,1,9302023645
3050,645,2023,06/30/2023,4,6302023645
3051,645,2023,03/31/2023,3,3312023645
3052,645,2023,12/31/2022,2,12312022645
3053,645,2023,09/30/2022,1,9302022645
3054,646,2024,12/31/2023,2,12312023646
3055,646,2024,09/30/2023,1,9302023646
3056,646,2023,06/30/2023,4,6302023646
3057,646,2023,03/31/2023,3,3312023646
3058,646,2023,12/31/2022,2,12312022646
3059,646,2023,09/30/2022,1,9302022646
3060,647,2024,12/31/2023,2,12312023647
3061,647,2024,09/30/2023,1,9302023647
3062,647,2023,06/30/2023,4,6302023647
3063,647,2023,03/31/2023,3,3312023647
3064,647,2023,12/31/2022,2,12312022647
3065,647,2023,09/30/2022,1,9302022647
3066,648,2024,12/31/2023,2,12312023648
3067,648,2024,09/30/2023,1,9302023648
3068,648,2023,06/30/2023,4,6302023648
3069,648,2023,03/31/2023,3,3312023648
3070,648,2023,12/31/2022,2,12312022648
3071,648,2023,09/30/2022,1,9302022648
3072,649,2024,12/31/2023,2,12312023649
3073,649,2024,09/30/2023,1,9302023649
3074,649,2023,06/30/2023,4,6302023649
3075,649,2023,03/31/2023,3,3312023649
3076,649,2023,12/31/2022,2,12312022649
3077,649,2023,09/30/2022,1,9302022649
3078,650,2024,12/31/2023,2,12312023650
3079,650,2024,09/30/2023,1,9302023650
3080,650,2023,06/30/2023,4,6302023650
3081,650,2023,03/31/2023,3,3312023650
3082,650,2023,12/31/2022,2,12312022650
3083,650,2023,09/30/2022,1,9302022650
3084,653,2024,12/31/2023,2,12312023653
3085,653,2024,09/30/2023,1,9302023653
3086,653,2023,06/30/2023,4,6302023653
3087,653,2023,03/31/2023,3,3312023653
3088,653,2023,12/31/2022,2,12312022653
3089,653,2023,09/30/2022,1,9302022653
3090,654,2024,12/31/2023,2,12312023654
3091,654,2024,09/30/2023,1,9302023654
3092,654,2023,06/30/2023,4,6302023654
3093,654,2023,03/31/2023,3,3312023654
3094,654,2023,12/31/2022,2,12312022654
3095,654,2023,09/30/2022,1,9302022654
3096,655,2024,12/31/2023,2,12312023655
3097,655,2024,09/30/2023,1,9302023655
3098,655,2023,06/30/2023,4,6302023655
3099,655,2023,03/31/2023,3,3312023655
3100,655,2023,12/31/2022,2,12312022655
3101,655,2023,09/30/2022,1,9302022655
3102,656,2024,12/31/2023,2,12312023656
3103,656,2024,09/30/2023,1,9302023656
3104,656,2023,06/30/2023,4,6302023656
3105,656,2023,03/31/2023,3,3312023656
3106,656,2023,12/31/2022,2,12312022656
3107,656,2023,09/30/2022,1,9302022656
3108,657,2024,12/31/2023,2,12312023657
3109,657,2024,09/30/2023,1,9302023657
3110,657,2023,06/30/2023,4,6302023657
3111,657,2023,03/31/2023,3,3312023657
3112,657,2023,12/31/2022,2,12312022657
3113,657,2023,09/30/2022,1,9302022657
3114,658,2024,12/31/2023,2,12312023658
3115,658,2024,09/30/2023,1,9302023658
3116,658,2023,06/30/2023,4,6302023658
3117,658,2023,03/31/2023,3,3312023658
3118,658,2023,12/31/2022,2,12312022658
3119,658,2023,09/30/2022,1,9302022658
3120,659,2024,12/31/2023,2,12312023659
3121,659,2024,09/30/2023,1,9302023659
3122,659,2023,06/30/2023,4,6302023659
3123,659,2023,03/31/2023,3,3312023659
3124,659,2023,12/31/2022,2,12312022659
3125,659,2023,09/30/2022,1,9302022659
3126,660,2024,12/31/2023,2,12312023660
3127,660,2024,09/30/2023,1,9302023660
3128,660,2023,06/30/2023,4,6302023660
3129,660,2023,03/31/2023,3,3312023660
3130,660,2023,12/31/2022,2,12312022660
3131,660,2023,09/30/2022,1,9302022660
3132,661,2024,12/31/2023,2,12312023661
3133,661,2024,09/30/2023,1,9302023661
3134,661,2023,06/30/2023,4,6302023661
3135,661,2023,03/31/2023,3,3312023661
3136,661,2023,12/31/2022,2,12312022661
3137,661,2023,09/30/2022,1,9302022661
3138,662,2024,12/31/2023,2,12312023662
3139,662,2024,09/30/2023,1,9302023662
3140,662,2023,06/30/2023,4,6302023662
3141,662,2023,03/31/2023,3,3312023662
3142,662,2023,12/31/2022,2,12312022662
3143,662,2023,09/30/2022,1,9302022662
3144,665,2024,12/31/2023,2,12312023665
3145,665,2024,09/30/2023,1,9302023665
3146,665,2023,06/30/2023,4,6302023665
3147,665,2023,03/31/2023,3,3312023665
3148,665,2023,12/31/2022,2,12312022665
3149,665,2023,09/30/2022,1,9302022665
3150,666,2024,12/31/2023,2,12312023666
3151,666,2024,09/30/2023,1,9302023666
3152,666,2023,06/30/2023,4,6302023666
3153,666,2023,03/31/2023,3,3312023666
3154,666,2023,12/31/2022,2,12312022666
3155,666,2023,09/30/2022,1,9302022666
3156,669,2024,12/31/2023,2,12312023669
3157,669,2024,09/30/2023,1,9302023669
3158,669,2023,06/30/2023,4,6302023669
3159,669,2023,03/31/2023,3,3312023669
3160,669,2023,12/31/2022,2,12312022669
3161,669,2023,09/30/2022,1,9302022669
3162,670,2024,12/31/2023,2,12312023670
3163,670,2024,09/30/2023,1,9302023670
3164,670,2023,06/30/2023,4,6302023670
3165,670,2023,03/31/2023,3,3312023670
3166,670,2023,12/31/2022,2,12312022670
3167,670,2023,09/30/2022,1,9302022670
3168,672,2024,12/31/2023,2,12312023672
3169,672,2024,09/30/2023,1,9302023672
3170,672,2023,06/30/2023,4,6302023672
3171,672,2023,03/31/2023,3,3312023672
3172,672,2023,12/31/2022,2,12312022672
3173,672,2023,09/30/2022,1,9302022672
3174,673,2024,12/31/2023,2,12312023673
3175,673,2024,09/30/2023,1,9302023673
3176,673,2023,06/30/2023,4,6302023673
3177,673,2023,03/31/2023,3,3312023673
3178,673,2023,12/31/2022,2,12312022673
3179,673,2023,09/30/2022,1,9302022673
3180,675,2024,12/31/2023,2,12312023675
3181,675,2024,09/30/2023,1,9302023675
3182,675,2023,06/30/2023,4,6302023675
3183,675,2023,03/31/2023,3,3312023675
3184,675,2023,12/31/2022,2,12312022675
3185,675,2023,09/30/2022,1,9302022675
3186,676,2024,12/31/2023,2,12312023676
3187,676,2024,09/30/2023,1,9302023676
3188,676,2023,06/30/2023,4,6302023676
3189,676,2023,03/31/2023,3,3312023676
3190,676,2023,12/31/2022,2,12312022676
3191,676,2023,09/30/2022,1,9302022676
3192,677,2024,12/31/2023,2,12312023677
3193,677,2024,09/30/2023,1,9302023677
3194,677,2023,06/30/2023,4,6302023677
3195,677,2023,03/31/2023,3,3312023677
3196,677,2023,12/31/2022,2,12312022677
3197,677,2023,09/30/2022,1,9302022677
3198,679,2024,12/31/2023,2,12312023679
3199,679,2024,09/30/2023,1,9302023679
3200,679,2023,06/30/2023,4,6302023679
3201,679,2023,03/31/2023,3,3312023679
3202,679,2023,12/31/2022,2,12312022679
3203,679,2023,09/30/2022,1,9302022679
3204,680,2024,12/31/2023,2,12312023680
3205,680,2024,09/30/2023,1,9302023680
3206,680,2023,06/30/2023,4,6302023680
3207,680,2023,03/31/2023,3,3312023680
3208,680,2023,12/31/2022,2,12312022680
3209,680,2023,09/30/2022,1,9302022680
3210,681,2024,12/31/2023,2,12312023681
3211,681,2024,09/30/2023,1,9302023681
3212,681,2023,06/30/2023,4,6302023681
3213,681,2023,03/31/2023,3,3312023681
3214,681,2023,12/31/2022,2,12312022681
3215,681,2023,09/30/2022,1,9302022681
3216,682,2024,12/31/2023,2,12312023682
3217,682,2024,09/30/2023,1,9302023682
3218,682,2023,06/30/2023,4,6302023682
3219,682,2023,03/31/2023,3,3312023682
3220,682,2023,12/31/2022,2,12312022682
3221,682,2023,09/30/2022,1,9302022682
3222,683,2024,12/31/2023,2,12312023683
3223,683,2024,09/30/2023,1,9302023683
3224,683,2023,06/30/2023,4,6302023683
3225,683,2023,03/31/2023,3,3312023683
3226,683,2023,12/31/2022,2,12312022683
3227,683,2023,09/30/2022,1,9302022683
3228,684,2024,12/31/2023,2,12312023684
3229,684,2024,09/30/2023,1,9302023684
3230,684,2023,06/30/2023,4,6302023684
3231,684,2023,03/31/2023,3,3312023684
3232,684,2023,12/31/2022,2,12312022684
3233,684,2023,09/30/2022,1,9302022684
