YearlyIncome,LoanPurpose,CreditRating,RequestedLoanAmount
24779,Education,748,36324.520059
49785,Personal,365,14129.070011
61019,Home,463,48212.960005
177294,Personal,618,41426.880029
130908,Business,646,41567.540062
77712,Business,817,8979.830073
42858,Home,591,1447.790031
154097,Education,636,8387.330031
193108,Home,602,38285.330052
115254,Car,305,22743.820042
123579,Education,552,34142.060025
174141,Personal,823,38617.810013
149979,Home,506,29623.690071
80456,Business,513,21852.940069
154229,Education,383,13950.040028
166839,Personal,702,46597.430088
139410,Education,717,59803.020063
155650,Education,833,60101.400031
177698,Home,592,2952.490049
98499,Home,424,39973.32004
44919,Home,569,57036.580009
92027,Education,351,23323.54005
23211,Business,472,48528.400035
162503,Education,629,55540.400079
39808,Home,359,16324.320057
119730,Personal,329,60446.680021
67209,Personal,377,40386.80001
161246,Car,315,43217.180037
148991,Home,450,30459.160085
38059,Business,357,24934.810082
126625,Car,361,34768.670041
99274,Car,771,12739.460067
56474,Home,505,24474.450031
179746,Personal,476,18195.610027
159993,Car,739,53123.500049
168726,Personal,464,54824.280031
76679,Personal,303,20450.540072
73695,Car,649,46290.520061
184652,Personal,744,28195.710083
96933,Business,842,53485.820061
148682,Personal,708,53519.920001
39411,Business,757,49278.620005
135347,Home,608,18025.110021
35156,Home,477,7747.940023
44923,Business,715,6183.560079
150880,Home,509,18357.590085
124088,Business,741,1750.430023
77900,Personal,313,1226.130097
196347,Personal,597,18881.89005
29755,Business,536,20041.320068
141447,Education,509,46171.170086
81509,Home,456,2713.780075
133240,Education,824,4205.700062
132970,Home,549,46418.400084
146548,Personal,506,26409.680077
34465,Personal,570,45305.860054
171621,Car,505,26132.600019
154297,Car,449,36576.020047
113981,Education,754,15821.330084
23087,Business,737,23630.450048
194593,Education,802,16068.570033
45043,Business,654,61648.730054
118184,Business,345,37415.750059
32804,Business,585,55080.040052
133063,Education,712,54282.930054
66122,Personal,448,43882.140078
118960,Home,436,53340.890074
137405,Education,730,27667.150002
101409,Education,364,33818.100041
69969,Home,813,18536.62005
180176,Personal,553,8540.780074
184991,Home,490,33506.930069
177886,Business,385,23813.740069
43123,Personal,500,22121.48004
46279,Education,697,25378.120019
86803,Car,415,16362.690057
97971,Education,591,27931.430093
197988,Education,478,61721.200085
104048,Home,664,59440.700025
181420,Car,818,47377.490054
82827,Home,805,25898.16006
185713,Personal,734,13464.110071
53469,Car,720,24738.73007
189902,Education,521,44363.820052
159317,Home,841,17326.040048
60769,Car,822,41784.940034
52987,Business,677,14099.240071
158694,Business,560,17100.120066
70533,Personal,839,35557.25008
194004,Car,314,15267.190047
84594,Education,338,34538.490097
114084,Home,743,59879.750081
96275,Car,756,11648.230049
158912,Business,380,35574.300074
48051,Car,438,26038.830024
22132,Business,326,14678.950086
119639,Education,685,22505.120019
34996,Personal,582,35800.220013
127587,Education,419,9883.510007
89613,Business,753,14069.400062
140693,Home,513,63873.820055
20989,Education,631,22752.350045
124341,Car,362,62552.410044
44858,Business,783,63336.730035
44982,Business,733,34176.160046
148709,Education,381,64675.190094
140189,Education,750,8046.320004
102163,Business,760,46030.500096
124954,Home,538,21771.950038
135219,Business,599,64884.060076
142263,Car,311,3672.870062
156468,Business,696,62987.200033
61011,Business,849,55382.690084
168189,Car,424,15697.720065
131630,Home,494,43613.600012
126518,Business,536,22453.97003
168004,Business,815,39461.810027
74025,Car,305,12424.030006
167038,Education,561,38694.540057
91262,Personal,594,41456.71001
114138,Home,816,35911.050094
88104,Business,583,17679.830004
109469,Education,700,14274.000024
94464,Car,433,32449.800008
128820,Personal,304,1047.10006
54372,Business,508,12931.280007
43815,Business,776,10343.870066
154868,Education,786,36763.570033
114372,Personal,418,11665.280041
195646,Car,814,2931.180078
59582,Home,826,44261.520078
110222,Business,504,30280.130039
71879,Business,307,18182.820074
86631,Education,713,15514.4201
170062,Education,440,62646.190077
25895,Education,786,19542.600055
87714,Car,442,10808.500011
121730,Personal,458,1784.530011
166101,Personal,498,61077.540039
165706,Home,848,15143.580066
124889,Education,804,61665.78001
148768,Education,493,54504.590086
56161,Business,748,25314.180035
198627,Home,608,37748.240001
150703,Business,833,61512.330081
90441,Education,738,47407.330051
115996,Business,594,6639.660025
28167,Car,484,50770.530091
99394,Home,522,47113.210058
175722,Car,614,20578.410058
21269,Car,459,48946.130077
137792,Education,702,21136.820005
141211,Education,579,56802.140069
99565,Education,757,18613.35
164721,Personal,788,4303.740013
87792,Business,804,45079.940035
139354,Business,360,59121.000014
52117,Home,470,2223.580058
58875,Education,409,45518.990076
53274,Education,819,63464.610054
65272,Car,797,29346.62009
118935,Personal,833,2402.610055
44553,Car,740,36264.850034
75989,Education,375,60433.890015
84126,Personal,465,45092.730057
41860,Personal,324,7368.560037
40233,Business,805,25335.50009
190552,Business,502,18481.210026
180228,Car,713,25079.740003
128285,Business,526,24512.810071
126175,Business,347,29696.150081
178938,Home,592,53988.810027
34060,Personal,433,51793.560092
64948,Home,537,35369.700063
22018,Personal,635,61733.99001
100750,Home,817,13984.15004
184802,Education,788,21874.250039
185224,Education,813,29960.44003
158517,Business,334,36861.610045
199118,Personal,625,20390.860001
40322,Education,589,11597.080015
131817,Personal,718,22164.110029
27450,Home,327,62023.840044
92254,Education,595,16132.500048
130758,Personal,712,20420.700089
70645,Personal,372,13856.270035
65411,Personal,403,38191.550022
29461,Home,323,27121.530079
165240,Car,683,9158.860088
50088,Business,321,38992.920073
133676,Personal,769,48114.920002
183293,Business,392,9261.16008
157006,Business,690,19661.950048
190599,Home,373,38464.36005
39558,Education,453,14627.800035
175543,Car,417,36601.590065
85908,Business,465,20744.660051
138448,Car,554,30182.090009
75531,Home,674,5177.580005
45456,Education,734,29495.810086
80573,Personal,761,64172.200036
37724,Car,792,56269.31002
164388,Car,568,46358.730075
157805,Education,433,56878.870039
105108,Personal,363,41989.54001
133865,Education,432,40233.340044
56137,Business,810,41256.37001
29771,Personal,465,15740.340017
183652,Personal,633,36465.190075
188620,Business,444,49909.490022
36502,Business,373,39491.650011
56788,Business,311,56849.030046
21294,Education,634,15855.430028
58534,Car,515,15186.200075
38031,Home,304,46316.100021
185232,Personal,461,55672.540061
53255,Personal,359,15876.750005
29796,Personal,663,59922.370018
90294,Home,763,50932.510012
80958,Home,699,23199.920038
41970,Car,634,64104.000081
193780,Business,725,64329.920047
169216,Personal,356,40412.37007
64415,Car,723,39240.150057
171388,Business,526,26256.220017
114822,Education,508,26780.520076
27465,Education,688,30322.760019
181089,Business,324,36205.170025
48329,Business,612,17304.720081
113956,Home,846,7121.330067
36921,Personal,433,54538.690064
43748,Education,456,61307.720064
35049,Home,846,15970.520006
107406,Business,591,37373.130091
71346,Business,559,51942.750055
165615,Business,501,42121.680038
91435,Business,691,41537.700061
47071,Home,459,19517.020005
68963,Car,825,24457.400052
148051,Education,748,62373.380053
99801,Education,329,55352.850018
185986,Business,428,51022.030031
52344,Education,509,6200.610068
92323,Personal,792,6597.030008
163487,Business,735,40791.750044
54608,Education,405,32087.480072
40499,Car,581,20829.910017
155852,Education,542,24090.810005
41796,Education,337,51000.720075
47595,Car,531,15868.220059
27655,Education,511,1767.480039
32731,Personal,736,11034.410091
73715,Business,787,32961.320008
25951,Personal,514,2961.020047
101353,Home,569,22726.770005
58510,Education,714,47155.830051
45882,Home,467,8246.660014
171599,Business,679,1281.540036
175726,Car,606,48187.390033
90268,Personal,487,53319.580008
197507,Business,354,27419.920016
93978,Personal,817,48328.050027
39732,Education,719,56397.190011
164895,Car,710,29483.020053
91440,Car,556,39150.640093
183650,Personal,571,22245.100024
58334,Personal,798,26588.710065
128493,Car,590,27172.680093
184597,Education,310,43929.03005
119044,Personal,683,44905.170036
101504,Home,395,21678.170076
127454,Car,835,41691.160047
148332,Business,683,29504.340069
116372,Education,556,23562.250028
100873,Car,799,38498.460044
61244,Car,483,15898.060088
173778,Education,565,50625.61004
39085,Personal,722,8191.250013
67445,Education,578,52867.740061
92451,Car,629,4401.780087
189784,Business,709,32304.88004
101475,Education,738,46976.800071
89459,Education,629,29521.390054
117484,Education,719,15450.490056
187092,Personal,453,32138.630027
89112,Business,538,3711.240053
130758,Car,476,3412.850001
164490,Home,331,51687.000056
90298,Business,402,19828.190041
164739,Education,539,14252.690072
188912,Education,633,36256.320061
94024,Personal,486,62381.900003
46394,Home,594,7027.550011
23407,Education,810,22411.340067
180703,Personal,576,35148.040069
110186,Car,379,26997.920005
142024,Home,849,21733.580081
156500,Business,350,19593.750018
62846,Personal,334,59193.470068
153242,Education,793,50868.570046
121202,Education,559,64807.330043
117126,Personal,490,42040.690033
115563,Home,306,31848.780034
84422,Personal,795,27036.280018
150333,Car,633,27176.950064
163392,Education,622,50723.650063
105514,Business,430,52258.190085
69633,Car,770,54935.110039
64845,Car,660,48460.200029
28165,Education,399,13609.030069
105351,Car,782,27786.500056
86783,Car,422,20646.620085
146335,Home,711,28873.470067
99178,Home,714,2747.890001
92231,Home,300,39376.560091
141883,Car,715,59947.950049
184171,Home,350,13992.67007
172821,Business,609,30032.900033
168228,Business,621,33617.760059
188726,Personal,611,59381.020017
138255,Car,748,55757.800015
27215,Business,819,26247.700011
67634,Education,692,20846.960085
144542,Business,703,11264.600061
137601,Personal,754,41652.800042
108228,Car,415,13272.29005
45095,Business,678,40638.290088
54780,Business,493,34321.090023
148249,Education,518,25318.450056
78911,Home,352,46678.420076
199433,Home,477,3924.370067
195440,Home,677,21247.650004
40822,Personal,840,5608.100022
23362,Car,573,61533.640072
98536,Home,394,40847.1601
87431,Personal,333,60280.430052
183175,Education,796,16810.260074
69994,Personal,438,60651.280059
78296,Education,423,52872.000086
104659,Business,678,56763.770094
68377,Education,513,4197.180054
50135,Home,555,19798.360014
55357,Personal,722,33754.170053
114584,Car,329,55109.880073
28659,Personal,721,33890.570045
169621,Home,394,21554.55002
44889,Business,616,3527.940014
104277,Business,459,30109.63002
196105,Car,505,9623.490096
78060,Car,444,27360.240021
156977,Education,469,48238.540082
117067,Home,829,30211.930023
147172,Personal,445,38963.080076
26393,Home,387,31307.420024
75934,Personal,734,28425.890094
153684,Business,318,52079.160014
175940,Car,356,11452.150034
153677,Business,451,9299.530079
197954,Car,780,49419.280011
175701,Personal,508,26524.770001
139225,Car,790,41371.460051
59726,Education,811,56793.610034
82469,Personal,433,3029.220089
113230,Home,574,12074.490078
82619,Personal,364,50958.09007
21790,Education,593,17645.730091
99927,Home,431,27500.910077
182102,Business,787,39363.770098
57958,Business,675,41051.770073
188374,Education,742,54896.750068
189918,Car,376,60135.500078
42989,Home,385,48161.810009
28910,Business,696,35868.420073
104267,Home,718,47982.780095
186831,Business,528,39606.740058
56013,Home,772,9943.180079
121562,Car,666,22748.090004
45820,Home,789,13489.680098
122951,Car,528,3510.890008
128531,Personal,726,23967.200051
199710,Personal,759,50693.810061
112081,Home,823,8873.270094
37158,Education,710,50480.680079
194756,Personal,691,63767.250035
149202,Education,689,55122.670072
171432,Education,448,63673.480099
177784,Home,563,20783.020075
54072,Business,789,10544.210089
97999,Home,707,45186.510087
45009,Personal,468,31797.620013
80445,Education,382,22782.19001
57300,Car,648,45744.910061
116954,Home,502,36384.200003
30478,Car,821,51367.300016
103260,Home,608,61410.030035
94515,Home,343,64700.77002
76485,Home,511,44645.150077
149685,Car,381,43438.830025
86858,Home,665,21592.920031
117409,Business,816,25800.120006
72415,Business,482,49253.040045
26244,Car,500,21435.200095
91488,Personal,479,43588.020003
62937,Education,749,30501.790062
178644,Education,368,5245.780059
154910,Education,670,18042.160044
134239,Personal,522,22151.320075
128867,Home,499,14597.960035
149173,Home,809,9201.49
28367,Personal,716,28067.830098
115589,Business,658,27159.900002
151227,Business,487,53315.320092
78213,Education,716,21584.390069
34438,Education,772,4469.980084
75127,Education,395,46128.540053
148752,Home,797,30970.680038
114098,Business,323,26895.610017
196464,Business,574,36520.600074
80772,Education,538,64189.25
39287,Business,419,33106.250026
176662,Car,593,61043.440021
195885,Personal,668,30676.560096
76186,Business,559,34785.720008
96266,Education,583,33148.870039
32664,Personal,729,43426.040051
35415,Education,415,59935.16004
158918,Education,361,18306.440004
134897,Business,408,8097.470092
163975,Home,472,64155.150024
187105,Business,502,25957.840085
130633,Home,736,22573.320056
188069,Business,795,51866.030069
42635,Home,330,39167.690082
112450,Personal,525,39112.280039
132792,Home,486,59687.930049
170451,Business,822,15910.850021
70012,Home,365,51742.410097
134435,Personal,703,42667.300018
51789,Car,732,52236.870084
149471,Business,744,10851.120011
132776,Personal,729,33050.830029
92945,Education,695,28084.880052
185072,Education,716,8067.630094
191249,Business,723,25932.260021
123813,Home,373,58119.290048
168494,Business,364,38072.200052
74867,Home,485,37543.630039
112117,Car,609,23745.54003
121596,Home,607,30672.29007
99253,Education,846,60306.010085
144414,Business,760,60766.370097
114629,Personal,421,13604.770092
31577,Car,753,35007.370015
95882,Education,406,63191.800018
105409,Business,843,50847.260057
27524,Education,549,53758.630091
108317,Home,473,18472.680001
78996,Home,475,10075.320063
45518,Home,830,39589.690082
51406,Home,804,59623.990008
91768,Car,676,37969.890095
125918,Business,368,46158.380063
52822,Personal,798,24687.580083
52016,Education,431,17389.980048
99538,Personal,696,35872.690004
88452,Business,741,42744.030025
51715,Car,514,33536.770049
35231,Business,593,20254.460055
43941,Home,329,41712.470047
111218,Personal,445,1025.79006
25101,Home,630,61465.440088
141275,Home,463,32905.900044
138765,Car,433,42705.660039
41387,Education,328,26703.800013
46446,Business,551,10318.29003
86368,Personal,347,64389.600012
179995,Education,444,62914.730088
153145,Education,575,49048.440026
160147,Business,691,9683.160061
197745,Personal,556,36298.95004
